Orders	Orders	n1	Order	order	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
conveniently	conveniently	av-j	conveniently	convenient	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
afforded	afforded	vvn	afforded	afford	0
him	him	pno31	him	he	0
,	,	,	,	,	0
both	both	av-d	both	both	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
habors	habors	n2	habors	habor	0
adjoyning	adjoyning	vvg	adjoining	adjoin	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
lieu	lieu	n1	lieu	lieu	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
offer	offer	vvi	offer	offer	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
them	them	pno32	them	they	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
favour	favour	n1	favour	favour	0
and	and	cc	and	and	0
priviledge	priviledge	n1	privilege	privilege	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
better	better	j	better	better	0
advise	advise	n1	advice	advice	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
demand	demand	vvi	demand	demand	0
,	,	,	,	,	0
the	the	dt	the	the	0
like	like	j	like	like	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
obteyned	obteyned	vvn	obtained	obtain	0
hereafter	hereafter	av	hereafter	hereafter	0
for	for	p-acp	for	for	0
greater	greater	jc	greater	great	0
price	price	n1	price	price	0
.	.	.	.	.	1
So	So	np1	So	So	0
craving	craving	vvg	craving	crave	0
expedition	expedition	n1	expedition	expedition	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
demand	demand	n1	demand	demand	0
,	,	,	,	,	0
minding	minding	vvg	minding	mind	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
further	further	jc	further	further	0
South	South	n1	South	south	0
without	without	p-acp	without	without	0
long	long	j	long	long	0
detention	detention	n1	detention	detention	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
partes	partes	n2	parts	part	0
,	,	,	,	,	0
he	he	pns31	he	he	0
dismissed	dismissed	vvd	dismissed	dismiss	0
them	them	pno32	them	they	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
promise	promise	n1	promise	promise	0
given	given	vvn	given	give	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
best	best	js	best	best	0
indevour	indevour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
speedily	speedily	av-j	speedily	speedy	0
his	his	po31	his	his	0
so	so	av	so	so	0
reasonable	reasonable	j	reasonable	reasonable	0
request	request	n1	request	request	0
.	.	.	.	.	1
The	The	dt	The	the	0
marchants	marchants	n2	merchants	merchant	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Masters	Masters	n2	Master's	master	0
departed	departed	vvd	departed	depart	0
,	,	,	,	,	0
they	they	pns32	they	they	0
caused	caused	vvd	caused	cause	0
foorthwith	foorthwith	av	forthwith	forthwith	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
discharged	discharged	vvn	discharged	discharge	0
all	all	d	all	all	0
the	the	dt	the	the	0
great	great	j	great	great	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fleete	fleete	n1	fleet	fleet	0
in	in	p-acp	in	in	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
welcome	welcome	n-jn	welcome	welcome	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
It	It	pn31	It	it	0
was	was	vbds	was	be	0
further	further	av-j	further	further	0
determined	determined	vvn	determined	determine	0
that	that	cst	that	that	0
every	every	d	every	every	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
fleete	fleete	n1	fleet	fleet	0
should	should	vmd	should	shall	0
deliver	deliver	vvi	deliver	deliver	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
marchants	marchants	n2	merchants	merchant	0
and	and	cc	and	and	0
Masters	Masters	n2	Master's	master	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
harbour	harbour	n1	harbour	harbour	0
a	a	dt	a	a	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
wants	wants	n2	wants	want	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
done	done	vdn	done	do	0
,	,	,	,	,	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
aswell	aswell	p-acp	aswell	aswell	0
English	English	np1	English	English	0
as	as	p-acp	as	as	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
taxed	taxed	vvn	taxed	tax	0
at	at	p-acp	at	at	0
an	an	dt	and	a	0
easie	easie	j	easy	easy	0
rate	rate	n1	rate	rate	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
supply	supply	n1	supply	supply	0
.	.	.	.	.	1
And	And	cc	And	and	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
were	were	vbdr	were	be	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
companie	companie	n1	company	company	0
and	and	cc	and	and	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
into	into	p-acp	into	into	0
other	other	j-jn	other	other	0
harbours	harbours	n2	harbours	harbour	0
adjoyning	adjoyning	vvg	adjoining	adjoin	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
English	English	jp	English	english	0
marchants	marchants	n2	merchants	merchant	0
command	command	vvb	command	command	0
all	all	d	all	all	0
there	there	a-acp	there	there	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
leavie	leavie	j	leavy	leavy	0
our	our	po12	our	our	0
provision	provision	n1	provision	provision	0
:	:	:	:	:	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
the	the	dt	the	the	0
Portugals	Portugals	np2	Portugals	Portugal	0
(	(	(	(	(	0
above	above	p-acp	above	above	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
)	)	)	)	)	0
did	did	vdd	did	do	0
most	most	av-ds	most	most	0
willingly	willingly	av-j	willingly	willing	0
and	and	cc	and	and	0
liberally	liberally	av-j	liberally	liberal	0
contribute	contribute	vvi	contribute	contribute	0
.	.	.	.	.	1
Insomuch	Insomuch	av	Insomuch	insomuch	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
presented	presented	vvn	presented	present	0
(	(	(	(	(	0
above	above	p-acp	above	above	0
our	our	po12	our	our	0
allowance	allowance	n1	allowance	allowance	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
wines	wines	n2	wines	wine	0
,	,	,	,	,	0
marmalads	marmalads	n2	marmalads	marmalad	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
fine	fine	j	fine	fine	0
ruske	ruske	n1	rusk	rusk	0
or	or	cc	or	or	0
bisket	bisket	n1	biscuit	biscuit	0
,	,	,	,	,	0
sweet	sweet	j	sweet	sweet	0
oyles	oyles	n2	oils	oil	0
and	and	cc	and	and	0
sundry	sundry	j	sundry	sundry	0
delicacies	delicacies	n2	delicacies	delicacy	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
we	we	pns12	we	we	0
wanted	wanted	vvd	wanted	want	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
fresh	fresh	j	fresh	fresh	0
salmons	salmons	n2	salmons	salmon	0
,	,	,	,	,	0
trouts	trouts	n2	trouts	trout	0
,	,	,	,	,	0
lobsters	lobsters	n2	lobsters	lobster	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
fresh	fresh	j	fresh	fresh	0
fish	fish	n1	fish	fish	0
brought	brought	vvd	brought	bring	0
daily	daily	av-j	daily	daily	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
fishing	fishing	n-vvg	fishing	fish	0
,	,	,	,	,	0
every	every	d	every	every	0
weeke	weeke	n1	week	week	0
to	to	pc-acp	to	to	0
choose	choose	vvi	choose	choose	0
their	their	po32	their	their	0
Admirall	Admirall	n1	Admiral	admiral	0
a	a	dt	a	a	0
new	new	j	new	new	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
they	they	pns32	they	they	0
succeede	succeede	vvi	succeed	succeed	0
in	in	p-acp	in	in	0
orderly	orderly	j	orderly	orderly	0
course	course	n1	course	course	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
weekely	weekely	av-j	weekly	weekly	0
their	their	po32	their	their	0
Admirals	Admirals	ng1	Admirals	admiral	0
feast	feast	n1	feast	feast	0
solemnized	solemnized	vvn	solemnized	solemnize	0
:	:	:	:	:	0
even	even	av	even	even	0
so	so	av	so	so	0
the	the	dt	the	the	0
General	General	n1	General	general	0
,	,	,	,	,	0
Captaines	Captaines	n2	Captains	captain	0
and	and	cc	and	and	0
masters	masters	n2	master's	master	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
fleete	fleete	n1	fleet	fleet	0
were	were	vbdr	were	be	0
continually	continually	av-j	continually	continual	0
invited	invited	vvn	invited	invite	0
and	and	cc	and	and	0
feasted	feasted	vvn	feasted	feast	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
grow	grow	vvi	grow	grow	0
short	short	j	short	short	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
abundance	abundance	n1	abundance	abundance	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
the	the	dt	the	the	0
intertainment	intertainment	n1	entertainment	entertainment	0
Goadenter-had	Goadenter-had	j	Goadenter-had	goadenter-had	0
bene	bene	vbi	be	be	0
delightfull	delightfull	j	delightful	delightful	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
wants	wants	n2	wants	want	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
passage	passage	n1	passage	passage	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
,	,	,	,	,	0
it	it	pn31	it	it	0
seemed	seemed	vvd	seemed	seem	0
more	more	dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
ianJt	ianJt	np1	ianJt	ianJt	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
contentation	contentation	n1	contentation	contentation	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
same	same	d	same	same	0
was	was	vbds	was	be	0
Savages	Savages	np1	Savages	Savages	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
unexpected	unexpected	j	unexpected	unexpected	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
desolate	desolate	j	desolate	desolate	0
corner	corner	n1	corner	corner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
at	at	p-acp	at	at	0
South	South	n1	South	south	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
,	,	,	,	,	0
wilde	wilde	j	wild	wild	0
beasts	beasts	n2	beasts	beast	0
and	and	cc	and	and	0
birds	birds	n2	birds	bird	0
have	have	vhb	have	have	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
fruition	fruition	n1	fruition	fruition	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
seemed	seemed	vvd	seemed	seem	0
a	a	dt	a	a	0
’	’	’	’	’	0
place	place	n1	place	place	0
very	very	av	very	very	0
populous	populous	j	populous	populous	0
and	and	cc	and	and	0
much	much	av-d	much	much	0
frequented	frequented	vvn	frequented	frequent	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
next	next	ord	next	next	0
morning	morning	n1	morning	morning	0
being	being	vbg	being	be	0
Sunday	Sunday	np1	Sunday	Sunday	0
and	and	cc	and	and	0
the	the	dt	the	the	0
4	4	crd	4	4	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
,	,	,	,	,	0
August	August	np1	August	August	0
4.	4.	crd	4.	4.	0
the	the	dt	the	the	0
general	general	n1	general	general	0
and	and	cc	and	and	0
his	his	po31	his	his	0
company	company	n1	company	company	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
on	on	p-acp	on	on	0
land	land	n1	land	land	0
by	by	p-acp	by	by	0
English	English	jp	English	english	0
marchants	marchants	n2	merchants	merchant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shewed	shewed	vvd	showed	show	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
their	their	po32	their	their	0
accustomed	accustomed	j-vvn	accustomed	accustom	0
walks	walks	n2	walks	walk	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
place	place	n1	place	place	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
Garden	Garden	n1	Garden	garden	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
nothing	nothing	pix	nothing	nothing	0
appeared	appeared	vvd	appeared	appear	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
Nature	Nature	n1	Nature	nature	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
without	without	p-acp	without	without	0
art	art	n1	art	art	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
confusedly	confusedly	av-vvn	confusedly	confuse	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
foorth	foorth	av	forth	forth	0
roses	roses	n2	roses	rose	0
abundantly	abundantly	av-j	abundantly	abundant	0
,	,	,	,	,	0
wilde	wilde	j	wild	wild	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
odoriferous	odoriferous	j	odoriferous	odoriferous	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
sense	sense	n1	sense	sense	0
very	very	av	very	very	0
comfortable	comfortable	j	comfortable	comfortable	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
like	like	j	like	like	0
plentie	plentie	n1	plenty	plenty	0
of	of	pp-f	of	of	0
raspis	raspis	n1	rasps	raspis	0
berries	berries	n2	berries	berry	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doe	doe	vdb	do	do	0
grow	grow	vvi	grow	grow	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
place	place	n1	place	place	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Munday	Munday	np1	Munday	Monday	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
the	the	dt	the	the	0
General	General	n1	General	general	0
had	had	vhd	had	have	0
his	his	po31	his	his	0
tent	tent	n1	tent	tent	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
August	August	np1	August	August	0
5.	5.	crd	5.	5.	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
accompanied	accompanied	vvn	accompanied	accompany	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
own	own	d	own	own	0
followers	followers	n2	followers	follower	0
,	,	,	,	,	0
som-moned	som-moned	j	summoned	summoned	0
the	the	dt	the	the	0
marchants	marchants	n2	merchants	merchant	0
and	and	cc	and	and	0
masters	masters	n2	master's	master	0
,	,	,	,	,	0
both	both	d	both	both	0
English	English	jp	English	english	0
and	and	cc	and	and	0
strangers	strangers	n2	strangers	stranger	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
taking	taking	vvg	taking	take	0
possession	possession	n1	possession	possession	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Possession	Possession	n1	Possession	possession	0
Countries	Countries	n2	Countries	country	0
.	.	.	.	.	1
Before	Before	p-acp	Before	before	0
whom	whom	ro-crq	whom	who	0
openly	openly	av-j	openly	open	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
&	&	cc	&	and	0
interpreted	interpreted	vvn	interpreted	interpret	0
taken‘	taken‘	n1	taken‘	taken‘	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
strangers	strangers	n2	strangers	stranger	0
his	his	po31	his	his	0
Commission	Commission	n1	Commission	commission	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
vertue	vertue	n1	virtue	virtue	0
whereof	whereof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
tooke	tooke	vvd	took	take	0
possession	possession	n1	possession	possession	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
harbour	harbour	n1	harbour	harbour	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John	John	np1	John	John	0
,	,	,	,	,	0
and	and	cc	and	and	0
200	200	crd	200	200	0
leagues	leagues	n2	leagues	league	0
every	every	d	every	every	0
way	way	n1	way	way	0
,	,	,	,	,	0
invested	invested	vvn	invested	invest	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
Majestie	Majestie	n1	Majesty	majesty	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
title	title	n1	title	title	0
and	and	cc	and	and	0
dignitie	dignitie	n1	dignity	dignity	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
had	had	vhd	had	have	0
delivered	delivered	vvn	delivered	deliver	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
)	)	)	)	)	0
a	a	dt	a	a	0
rod	rod	n1	rod	rod	0
&	&	cc	&	and	0
a	a	dt	a	a	0
turfle	turfle	n1	turfle	turfle	0
of	of	pp-f	of	of	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Actuallposses-sion	Actuallposses-sion	j	Actuallposses-sion	actuallposses-sion	0
maintained	maintained	vvn	maintained	maintain	0
in	in	p-acp	in	in	0
Newfoundland	Newfoundland	np1	Newfoundland	Newfoundland	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
same	same	d	same	same	0
soile	soile	n1	soil	soil	0
,	,	,	,	,	0
entring	entring	vvg	entering	enter	0
possession	possession	n1	possession	possession	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
his	his	po31	his	his	0
heires	heires	n2	heirs	heir	0
and	and	cc	and	and	0
assignes	assignes	vvz	assigns	assign	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
And	And	cc	And	and	0
signified	signified	vvd	signified	signify	0
unto	unto	p-acp	unto	unto	0
al	al	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
time	time	n1	time	time	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
same	same	d	same	same	0
land	land	n1	land	land	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
territorie	territorie	n1	territory	territory	0
appertaining	appertaining	vvg	appertaining	appertain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
himselfe	himselfe	px31	himself	himself	0
authorised	authorised	vvn	authorised	authorise	0
under	under	p-acp	under	under	0
her	her	po31	her	her	0
Majestie	Majestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
possesse	possesse	vvi	possess	possess	0
and	and	cc	and	and	0
enjoy	enjoy	vvi	enjoy	enjoy	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
ordaine	ordaine	vvi	ordain	ordain	0
lawes	lawes	n2	laws	law	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
governement	governement	n1	government	government	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
agreeable	agreeable	j	agreeable	agreeable	0
(	(	(	(	(	0
so	so	av	so	so	0
neere	neere	av-j	near	near	0
as	as	c-acp	as	as	0
conveniently	conveniently	av-j	conveniently	convenient	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
)	)	)	)	)	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
:	:	:	:	:	0
under	under	p-acp	under	under	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
people	people	n1	people	people	0
comming	comming	vvg	coming	come	0
thither	thither	av	thither	thither	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
inhabite	inhabite	vvi	inhabit	inhabit	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
traffique	traffique	n1	traffic	traffic	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
subjected	subjected	vvn	subjected	subject	0
and	and	cc	and	and	0
governed	governed	vvn	governed	govern	0
.	.	.	.	.	1
And	And	cc	And	and	0
especially	especially	av-j	especially	especial	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
he	he	pns31	he	he	0
proposed	proposed	vvd	proposed	propose	0
&	&	cc	&	and	0
delivered	delivered	vvd	delivered	deliver	0
three	three	crd	three	three	0
lawes	lawes	n2	laws	law	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
force	force	n1	force	force	0
immediatly	immediatly	av-j	immediately	immediate	0
.	.	.	.	.	1
That	That	cst	That	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
:	:	:	:	:	0
the	the	dt	the	the	0
first	first	ord	first	first	0
for	for	p-acp	for	for	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
publique	publique	j	public	public	0
exercise	exercise	n1	exercise	exercise	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	1
The	The	dt	The	the	0
2.	2.	crd	2.	2.	0
for	for	p-acp	for	for	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Majesties	Majesties	ng1	Majesties	majesty	0
right	right	n-jn	right	right	0
and	and	cc	and	and	0
possession	possession	n1	possession	possession	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
territories	territories	n2	territories	territory	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
were	were	vbdr	were	be	0
attempted	attempted	vvn	attempted	attempt	0
prejudicial	prejudicial	j	prejudicial	prejudicial	0
!	!	!	!	!	0
,	,	,	,	,	0
the	the	dt	the	the	0
partie	partie	n1	party	party	0
or	or	cc	or	or	0
parties	parties	n2	parties	party	0
offending	offending	vvg	offending	offend	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
adjudged	adjudged	vvn	adjudged	adjudge	0
and	and	cc	and	and	0
executed	executed	vvn	executed	execute	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
high	high	j	high	high	0
treason	treason	n1	treason	treason	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	1
The	The	dt	The	the	0
3.	3.	crd	3.	3.	0
if	if	cs	if	if	0
any	any	d	any	any	0
person	person	n1	person	person	0
should	should	vmd	should	shall	0
utter	utter	vvi	utter	utter	0
words	words	n2	words	word	0
sounding	sounding	vvg	sounding	sound	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dishonour	dishonour	n1	dishonour	dishonour	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
loose	loose	vvi	lose	loose	0
his	his	po31	his	his	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
his	his	po31	his	his	0
ship	ship	n1	ship	ship	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
confiscate	confiscate	vvn	confiscate	confiscate	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
These	These	d	These	these	0
contents	contents	n2	contents	content	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
obedience	obedience	n1	obedience	obedience	0
was	was	vbds	was	be	0
promised	promised	vvn	promised	promise	0
by	by	p-acp	by	by	0
generail	generail	j	generail	generail	0
voyce	voyce	n1	voice	voice	0
and	and	cc	and	and	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
aswell	aswell	av	aswell	aswell	0
of	of	pp-f	of	of	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
as	as	p-acp	as	as	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
for	for	p-acp	for	for	0
continuance	continuance	n1	continuance	continuance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
possession	possession	n1	possession	possession	0
and	and	cc	and	and	0
governement	governement	n1	government	government	0
begun	begun	vvn	begun	begin	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
,	,	,	,	,	0
the	the	dt	the	the	0
assembly	assembly	n1	assembly	assembly	0
was	was	vbds	was	be	0
