The	The	dt	The	the	0
they	they	pns32	they	they	0
cut	cut	vvd	cut	cut	0
out	out	av	out	out	0
all	all	d	all	all	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
invenimed	invenimed	j-vvn	invenimed	invenime	0
flesh	flesh	n1	flesh	flesh	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
princes	princes	ng1	princes	prince	0
arme	arme	n1	arm	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
threw	threw	vvd	threw	throw	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
sayd	sayd	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
:	:	:	:	:	0
how	how	q-crq	how	how	0
cheereth	cheereth	vvz	cheereth	cheer	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
we	we	pns12	we	we	0
promise	promise	vvb	promise	promise	0
you	you	pn22	you	you	0
within	within	p-acp	within	within	0
these	these	d	these	these	0
fifteene	fifteene	crd	fifteene	fifteen	0
dayes	dayes	n2	days	day	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
abroad	abroad	av	abroad	abroad	0
(	(	(	(	(	0
if	if	cs	if	if	0
God	God	np1	God	God	0
permit	permit	vvb	permit	permit	0
)	)	)	)	)	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
horsebacke	horsebacke	n1	horseback	horseback	0
,	,	,	,	,	0
whole	whole	j-jn	whole	whole	0
and	and	cc	and	and	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
.	.	.	.	.	1
And	And	np1	And	And	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
no	no	dx	no	no	0
little	little	j	little	little	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
admiration	admiration	n1	admiration	admiration	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
subjects	subjects	n2-jn	subject's	subject	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
great	great	j	great	great	0
Souldan	Souldan	n1	Sultan	sultan	0
heard	heard	vvd	herd	hear	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
was	was	vbds	was	be	0
yet	yet	av	yet	yet	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
scarsely	scarsely	av-j	scarcely	scarce	0
beleeve	beleeve	vvi	believe	believe	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
sending	sending	vvg	sending	send	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
three	three	crd	three	three	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Nobles	Nobles	n2-j	Nobles	noble	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
excused	excused	vvd	excused	excuse	0
himselfe	himselfe	px31	himself	himself	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
his	his	po31	his	his	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
witnesse	witnesse	vvi	witness	witness	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
was	was	vbds	was	be	0
done	done	vdn	done	do	0
neither	neither	av-d	neither	neither	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
nor	nor	ccx	nor	nor	0
his	his	po31	his	his	0
365	365	crd	365	365	0
consent	consent	n1	consent	consent	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
princes	princes	n2	princes	prince	0
and	and	cc	and	and	0
messengers	messengers	n2	messengers	messenger	0
standing	standing	vvg	standing	stand	0
aloofe	aloofe	av	aloof	aloof	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
worshipping	worshipping	vvg	worshipping	worship	0
him	him	pno31	him	he	0
,	,	,	,	,	0
fell	fell	vvd	fell	fall	0
flat	flat	av-j	flat	flat	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
:	:	:	:	:	0
you	you	pn22	you	you	0
(	(	(	(	(	0
sayd	sayd	vvd	said	say	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
)	)	)	)	)	0
do	do	vdb	do	do	0
reverence	reverence	vvi	reverence	reverence	0
me	me	pno11	me	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
they	they	pns32	they	they	0
understood	understood	vvd	understood	understand	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
spake	spake	vvd	spoke	speak	0
in	in	p-acp	in	in	0
English	English	np1	English	English	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
speaking	speaking	vvg	speaking	speak	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
Interpreter	Interpreter	n1	Interpreter	interpreter	0
:	:	:	:	:	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
he	he	pns31	he	he	0
honourably	honourably	av-j	honourably	honourable	0
entertained	entertained	vvd	entertained	entertain	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
away	away	av	away	away	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
when	when	c-crq	when	when	0
prince	prince	n1	prince	prince	0
Edward	Edward	np1	Edward	Edward	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
eighteene	eighteene	crd	eighteene	eighteen	0
moneths	moneths	n2	months	month	0
in	in	p-acp	in	in	0
Aera	Aera	np1	Aera	Aera	0
,	,	,	,	,	0
he	he	pns31	he	he	0
tooke	tooke	vvd	took	take	0
shipping	shipping	vvg	shipping	ship	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Assumption	Assumption	n1	Assumption	assumption	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
,	,	,	,	,	0
returning	returning	vvg	returning	return	0
homeward	homeward	av	homeward	homeward	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
seven	seven	crd	seven	seven	0
weekes	weekes	n2	weeks	week	0
he	he	pns31	he	he	0
arrived	arrived	vvd	arrived	arrive	0
in	in	p-acp	in	in	0
Sicilia	Sicilia	np1	Sicilia	Sicilia	0
at	at	p-acp	at	at	0
Trapes	Trapes	n2	Trapes	trape	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
travailed	travailed	vvn	travailed	travail	0
thorow	thorow	p-acp	thorough	through	0
the	the	dt	the	the	0
middes	middes	n2-jn	mids	mid	0
of	of	pp-f	of	of	0
Apulia	Apulia	np1	Apulia	Apulia	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
Rome	Rome	vvi	Room	roam	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
honorably	honorably	av-j	honorably	honorable	0
entertained	entertained	vvn	entertained	entertain	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
thence	thence	av	thence	thence	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
France	France	np1	France	France	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
fame	fame	n1	fame	fame	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
prowesse	prowesse	n1	prowess	prowess	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
much	much	av-d	much	much	0
bruted	bruted	vvn	bruited	bruit	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
common	common	j	common	common	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
envied	envied	vvn	envied	envy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nobility	Nobility	n1	Nobility	nobility	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earle	earle	n1	earl	earl	0
of	of	pp-f	of	of	0
Chalons	Chalons	np1	Chalons	Chalons	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
intrapped	intrapped	vvn	entrapped	entrap	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
story	story	n1	story	story	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
Prince	Prince	n1	Prince	prince	0
Edward	Edward	np1	Edward	Edward	0
continued	continued	vvd	continued	continue	0
foorth	foorth	av	forth	forth	0
his	his	po31	his	his	0
journey	journey	n1	journey	journey	0
to	to	p-acp	to	to	0
Paris	Paris	np1	Paris	Paris	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
French	French	jp	French	french	0
king	king	n1	king	king	0
honourably	honourably	av-j	honourably	honourable	0
entertained	entertained	vvn	entertained	entertain	0
:	:	:	:	:	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
certaine	certaine	j	certain	certain	0
dayes	dayes	n2	days	day	0
he	he	pns31	he	he	0
went	went	vvd	went	go	0
thence	thence	av	thence	thence	0
into	into	p-acp	into	into	0
Gascoine	Gascoine	np1	Gascoine	Gascon	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
taried	taried	vvd	tarried	tarry	0
till	till	p-acp	till	till	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
heard	heard	vvd	herd	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
king	king	n1	king	king	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
home	home	av-an	home	home	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
crowned	crowned	vvn	crowned	crown	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
1274.	1274.	crd	1274.	1274.	1
The	The	dt	The	the	0
travaile	travaile	n1	travail	travail	0
of	of	pp-f	of	of	0
Robert	Robert	np1	Robert	Robert	0
Turneham	Turneham	np1	Turneham	Turneham	0
.	.	.	.	.	1
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
39	39	crd	39	39	0
]	]	]	]	]	0
Obertus	Obertus	np1	Obertus	Obertus	0
Turneham	Turneham	np1	Turneham	Turneham	0
Franciscanus	Franciscanus	np1	Franciscanus	Franciscanus	0
,	,	,	,	,	0
Theologiae	Theologiae	np1	Theologiae	Theologiae	0
prong^	prong^	n1	prong^	prong^	0
fessor	fessor	n1	fessor	fessor	0
insignis	insignis	fw-la	insignis	insignis	0
,	,	,	,	,	0
Lynnae	Lynnae	fw-la	Lynnae	lynnae	0
celebri	celebri	n1	celebri	celebri	0
Irenorum	Irenorum	np1	Irenorum	Irenorum	0
ad	ad	fw-la	ad	ad	0
ripas	ripas	fw-la	ripas	ripas	0
■	■	sy	■	■	0
-	-	-	-	-	0
—	—	—	—	—	0
I	I	pns11	I	i	0
Isidis	Isidis	np1	Isidis	Isidis	0
emporio	emporio	fw-la	emporio	emporio	0
,	,	,	,	,	0
collegio	collegio	fw-la	collegio	collegio	0
suorum	suorum	fw-la	suorum	suorum	0
fratrum	fratrum	fw-la	fratrum	fratrum	0
magnifice	magnifice	n1	magnifice	magnifice	0
praefuit	praefuit	fw-la	praefuit	praefuit	0
.	.	.	.	.	1
Edwardus	Edwardus	np1	Edwardus	Edwardus	0
Princeps	Princeps	fw-la	Princeps	princeps	0
,	,	,	,	,	0
cognomento	cognomento	fw-la	cognomento	cognomento	0
Longus	Longus	np1	Longus	Longus	0
,	,	,	,	,	0
Henrici	Henrici	fw-la	Henrici	henrici	0
tertii	tertii	fw-la	tertii	tertii	0
filius	filius	fw-la	filius	filius	0
,	,	,	,	,	0
bellicam	bellicam	fw-la	bellicam	bellicam	0
expeditionem	expeditionem	fw-la	expeditionem	expeditionem	0
contra	contra	fw-la	contra	contra	0
Sara	Sara	np1	Sara	Sara	0
cenos	cenos	fw-gr	cenos	cenos	0
Assyriam	Assyriam	np1	Assyriam	Assyriam	0
incolentes	incolentes	n2	incolentes	incolente	0
,	,	,	,	,	0
anno	anno	fw-la	anno	anno	0
Dom.	Dom.	np1	Dom.	Dom.	1
1268.	1268.	crd	1268.	1268.	0
parabat	parabat	fw-la	parabat	parabat	0
.	.	.	.	.	1
Ad	Ad	fw-la	Ad	ad	0
quam	quam	fw-la	quam	quam	0
profectionem	profectionem	fw-la	profectionem	profectionem	0
quaesitus	quaesitus	fw-la	quaesitus	quaesitus	0
quoque	quoque	fw-la	quoque	quoque	0
Orator	Orator	n1	Orator	orator	0
vehemens	vehemens	n2	vehemens	vehemen	0
,	,	,	,	,	0
qui	qui	fw-la	qui	qui	0
plebis	plebis	fw-la	plebis	plebis	0
in	in	p-acp	in	in	0
causa	causa	fw-la	causa	causa	0
religionis	religionis	fw-la	religionis	religionis	0
animos	animos	fw-la	animos	animos	0
excitaret	excitaret	fw-la	excitaret	excitaret	0
,	,	,	,	,	0
Turnehamus	Turnehamus	fw-la	Turnehamus	turnehamus	0
principi	principi	fw-la	principi	principi	0
visus	visus	fw-la	visus	visus	0
vel	vel	fw-la	vel	vel	0
dignissimus	dignissimus	j	dignissimus	dignissimus	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
qui	qui	fw-la	qui	qui	0
munus	munus	fw-la	munus	munus	0
hoc	hoc	fw-la	hoc	hoc	0
obiret	obiret	fw-la	obiret	obiret	0
.	.	.	.	.	1
Sic	Sic	fw-la	Sic	sic	0
tanquam	tanquam	fw-la	tanquam	tanquam	0
signifer	signifer	fw-la	signifer	signifer	0
constitutus	constitutus	fw-la	constitutus	constitutus	0
366	366	crd	366	366	1
