Man	Man	n1	Man	man	0
English	English	jp	English	english	0
captives	captives	n2-jn	captives	captive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
willed	willed	vvd	willed	will	0
the	the	dt	the	the	0
keeper	keeper	n1	keeper	keeper	0
to	to	pc-acp	to	to	0
strike	strike	vvi	strike	strike	0
off	off	a-acp	off	off	0
all	all	d	all	all	0
our	our	po12	our	our	0
yrons	yrons	n2	irons	iron	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
done	done	vdn	done	do	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
said	said	vvd	said	say	0
,	,	,	,	,	0
You	You	pn22	You	you	0
Englishmen	Englishmen	np1	Englishmen	Englishmen	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
offend	offend	vvi	offend	offend	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
lawes	lawes	n2	laws	law	0
therefore	therefore	av	therefore	therefore	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
company	company	n1	company	company	0
were	were	vbdr	were	be	0
condemned	condemned	vvn	condemned	condemn	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
knowe	knowe	vvb	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
perpetuali	perpetuali	fw-la	perpetuali	perpetuali	0
captives	captives	n2-jn	captives	captive	0
during	during	p-acp	during	during	0
your	your	po22	your	your	0
lives	lives	n2	lives	life	0
:	:	:	:	:	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
my	my	po11	my	my	0
soveraigne	soveraigne	j-jn	sovereign	sovereign	0
lord	lord	n1	lord	lord	0
the	the	dt	the	the	0
great	great	j	great	great	0
Turke	Turke	np1	Turke	Turk	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
your	your	po22	your	your	0
said	said	j-vvn	said	say	0
offences	offences	n2	offences	offence	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
freedome	freedome	n1	freedom	freedom	0
and	and	cc	and	and	0
libertie	libertie	n1	liberty	liberty	0
,	,	,	,	,	0
beholde	beholde	vvb	behold	behold	0
,	,	,	,	,	0
here	here	av	here	here	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
delivery	delivery	n1	delivery	delivery	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
English	English	jp	English	english	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
:	:	:	:	:	0
so	so	av	so	so	0
hee	hee	pns31	he	he	0
delivered	delivered	vvd	delivered	deliver	0
us	us	pno12	us	we	0
all	all	d	all	all	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
being	being	vbg	being	be	0
thirteene	thirteene	crd	thirteene	thirteen	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
required	required	vvd	required	require	0
also	also	av	also	also	0
those	those	d	those	those	0
two	two	crd	two	two	0
yong	yong	j	young	young	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
sonne	sonne	n1	son	son	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
king	king	n1	king	king	0
answered	answered	vvd	answered	answer	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
lawe	lawe	n1	law	law	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
turned	turned	vvn	turned	turn	0
Turkes	Turkes	np2	Turkes	Turk	0
:	:	:	:	:	0
and	and	cc	and	and	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
said	said	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
solde	solde	vvn	sold	sell	0
her	her	pno31	her	she	0
,	,	,	,	,	0
3°7	3°7	n1	3°7	3°7	0
The	The	dt	The	the	0
plagues	plagues	n2	plagues	plague	0
and	and	cc	and	and	0
punishments	punishments	n2	punishments	punishment	0
that	that	cst	that	that	0
happened	happened	vvd	happened	happen	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
his	his	po31	his	his	0
people	people	n1	people	people	0
.	.	.	.	.	1
The	The	dt	The	the	0
king	king	n1	king	king	0
lost	lost	vvd	lost	lose	0
150.	150.	crd	150.	150.	1
Camels	Camels	n2	Camels	camel	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wilde	wilde	j	wild	wild	0
Moores	Moores	n2	Moors	moor	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
but	but	p-acp	but	but	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
restitution	restitution	n1	restitution	restitution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
as	as	c-acp	as	as	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
king	king	n1	king	king	0
arose	arose	vvd	arose	arise	0
and	and	cc	and	and	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
dinner	dinner	n1	dinner	dinner	0
,	,	,	,	,	0
and	and	cc	and	and	0
commaunded	commaunded	vvd	commanded	command	0
a	a	dt	a	a	0
Jew	Jew	np1	Jew	Jew	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
with	with	p-acp	with	with	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
commissioners	commissioners	n2	commissioners	commissioner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
them	them	pno32	them	they	0
their	their	po32	their	their	0
lodging	lodging	n1	lodging	lodging	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
house	house	n1	house	house	0
provided	provided	vvn	provided	provide	0
and	and	cc	and	and	0
appointed	appointed	vvd	appointed	appoint	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
king	king	n1	king	king	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
Italian	Italian	jp	Italian	italian	0
&	&	cc	&	and	0
Spanish	Spanish	jp	Spanish	spanish	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
trafique	trafique	vvi	traffic	traffic	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
his	his	po31	his	his	0
Cater	Cater	n1	Cater	cater	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
his	his	po31	his	his	0
victuals	victuals	n2	victuals	victual	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
delivered	delivered	vvd	delivered	deliver	0
me	me	pno11	me	i	0
money	money	n1	money	money	0
needfull	needfull	j	needful	needful	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
were	were	vbdr	were	be	0
wee	wee	pns12	we	we	0
set	set	vvn	set	set	0
at	at	p-acp	at	at	0
libertie	libertie	n1	liberty	liberty	0
the	the	dt	the	the	0
28.	28.	crd	28.	28.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
1585.	1585.	crd	1585.	1585.	1
Nowe	Nowe	av	Now	now	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
plagues	plagues	n2	plagues	plague	0
and	and	cc	and	and	0
punishments	punishments	n2	punishments	punishment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
sendeth	sendeth	vvz	sends	send	0
upon	upon	p-acp	upon	upon	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
likewise	likewise	av	likewise	likewise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
plagues	plagues	n2	plagues	plague	0
that	that	cst	that	that	0
befell	befell	vvd	befell	befall	0
his	his	po31	his	his	0
children	children	n2	children	child	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
.	.	.	.	.	1
First	First	ord	First	first	0
when	when	c-crq	when	when	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
bondmen	bondmen	n2	bondmen	bondman	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
second	second	ord	second	second	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
1584.	1584.	crd	1584.	1584.	0
the	the	dt	the	the	0
king	king	n1	king	king	0
had	had	vhd	had	have	0
300.	300.	crd	300.	300.	0
captives	captives	n2-jn	captives	captive	0
,	,	,	,	,	0
and	and	cc	and	and	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
moneth	moneth	n1	month	month	0
was	was	vbds	was	be	0
expired	expired	vvn	expired	expire	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
died	died	vvd	died	die	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
plague	plague	n1	plague	plague	0
150.	150.	crd	150.	150.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
26.	26.	crd	26.	26.	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
company	company	n1	company	company	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
two	two	crd	two	two	0
were	were	vbdr	were	be	0
hanged	hanged	vvn	hanged	hang	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
died	died	vvd	died	die	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
bondslaves	bondslaves	n2	bondslaves	bondslave	0
:	:	:	:	:	0
that	that	d	that	that	0
present	present	j	present	present	0
moneth	moneth	n1	month	month	0
there	there	a-acp	there	there	0
died	died	vvd	died	die	0
nine	nine	crd	nine	nine	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
plague	plague	n1	plague	plague	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
two	two	crd	two	two	0
were	were	vbdr	were	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
Turkes	Turkes	np2	Turkes	Turk	0
as	as	p-acp	as	as	0
before	before	a-acp	before	before	0
is	is	vbz	is	be	0
rehearsed	rehearsed	vvn	rehearsed	rehearse	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
next	next	ord	next	next	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
king	king	n1	king	king	0
lost	lost	vvd	lost	lose	0
150.	150.	crd	150.	150.	0
camels	camels	n2	camels	camel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wilde	wilde	j	wild	wild	0
Moores	Moores	n2	Moors	moor	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
28.	28.	crd	28.	28.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
moneth	moneth	n1	month	month	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
,	,	,	,	,	0
one	one	crd	one	one	0
Geffrey	Geffrey	np1	Geffrey	Geffrey	0
Maltese	Maltese	np1	Maltese	Maltese	0
,	,	,	,	,	0
a	a	dt	a	a	0
renegado	renegado	n1	renegado	renegado	0
of	of	pp-f	of	of	0
Malta	Malta	np1	Malta	Malta	0
,	,	,	,	,	0
ranne	ranne	vvd	ran	run	0
away	away	av	away	away	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
stole	stole	vvd	stole	steal	0
a	a	dt	a	a	0
Brigandine	Brigandine	n1	Brigandine	brigandine	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
king	king	n1	king	king	0
had	had	vhd	had	have	0
builded	builded	vvn	built	build	0
for	for	p-acp	for	for	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
and	and	cc	and	and	0
caried	caried	vvd	carried	carry	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
twelve	twelve	crd	twelve	twelve	0
Christians	Christians	np1	Christians	Christians	0
more	more	n1	more	moor	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
captives	captives	n2-jn	captives	captive	0
.	.	.	.	.	1
Afterward	Afterward	av	Afterwards	afterwards	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
tenth	tenth	ord	tenth	ten	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
next	next	ord	next	next	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
road	road	vvd	road	ride	0
foorth	foorth	av	forth	forth	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
and	and	cc	and	and	0
fairest	fairest	js	fairest	fair	0
mare	mare	n1	mare	mare	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
white	white	j-jn	white	white	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
swanne	swanne	n1	swan	swan	0
:	:	:	:	:	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
ridden	ridden	vvn	ridden	ride	0
fourtie	fourtie	crd	fourtie	fourty	0
paces	paces	n2	paces	pace	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
house	house	n1	house	house	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
sudden	sudden	j	sudden	sudden	0
the	the	dt	the	the	0
same	same	d	same	same	0
mare	mare	n1	mare	mare	0
fell	fell	vvd	fell	fall	0
downe	downe	a-acp	down	down	0
under	under	p-acp	under	under	0
him	him	pno31	him	he	0
starke	starke	av-j	stark	stark	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
with	with	p-acp	with	with	0
sixe	sixe	crd	sixe	six	0
more	more	n1	more	moor	0
were	were	vbdr	were	be	0
commaunded	commaunded	vvn	commanded	command	0
to	to	pc-acp	to	to	0
burie	burie	vvi	bury	bury	0
her	her	pno31	her	she	0
,	,	,	,	,	0
skinne	skinne	n1	skin	skin	0
,	,	,	,	,	0
shoes	shoes	n2	shoes	shoe	0
and	and	cc	and	and	0
all	all	d	all	all	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
did	did	vdd	did	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
moneths	moneths	n2	months	month	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
deliverie	deliverie	n1	delivery	delivery	0
,	,	,	,	,	0
308	308	crd	308	308	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Tripolie	Tripolie	np1	Tripolie	Tripoli	0
to	to	p-acp	to	to	0
Zante	Zante	np1	Zante	Zante	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
vessell	vessell	n1	vessel	vessel	0
,	,	,	,	,	0
called	called	vvd	called	call	0
a	a	dt	a	a	0
Settea	Settea	np1	Settea	Settea	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
Marcus	Marcus	np1	Marcus	Marcus	0
Segoorus	Segoorus	np1	Segoorus	Segoorus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
dwelt	dwelt	vvd	dwelled	dwell	0
in	in	p-acp	in	in	0
Zante	Zante	np1	Zante	Zante	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
arrivall	arrivall	n1	arrival	arrival	0
at	at	p-acp	at	at	0
Zante	Zante	np1	Zante	Zante	0
wee	wee	pns12	we	we	0
remained	remained	vvd	remained	remain	0
fifteene	fifteene	crd	fifteene	fifteen	0
dayes	dayes	n2	days	day	0
there	there	a-acp	there	there	0
aboorde	aboorde	p-acp	aboard	aboard	0
our	our	po12	our	our	0
vessell	vessell	n1	vessel	vessel	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
wee	wee	pns12	we	we	0
coulde	coulde	vmd	could	can	0
have	have	vhi	have	have	0
Platego	Platego	np1	Platego	Platego	0
(	(	(	(	(	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
leave	leave	vvb	leave	leave	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
)	)	)	)	)	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
plague	plague	n1	plague	plague	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
wee	wee	pns12	we	we	0
came	came	vvd	came	come	0
:	:	:	:	:	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
dayes	dayes	n2	days	day	0
after	after	c-acp	after	after	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
a	a	dt	a	a	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
thither	thither	av	thither	thither	0
came	came	vvd	came	come	0
another	another	j-jn	another	another	0
Settea	Settea	np1	Settea	Settea	0
of	of	pp-f	of	of	0
Marseils	Marseils	np1	Marseils	Marseils	0
bound	bound	vvn	bound	bind	0
for	for	p-acp	for	for	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
did	did	vdd	did	do	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
two	two	crd	two	two	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
company	company	n1	company	company	0
,	,	,	,	,	0
shippe	shippe	n1	ship	ship	0
themselves	themselves	px32	themselves	themselves	0
as	as	p-acp	as	as	0
passengers	passengers	n2	passengers	passenger	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Settea	Settea	np1	Settea	Settea	0
,	,	,	,	,	0
and	and	cc	and	and	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
nine	nine	crd	nine	nine	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
that	that	d	that	that	0
remained	remained	vvn	remained	remain	0
in	in	p-acp	in	in	0
Zante	Zante	np1	Zante	Zante	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
moneths	moneths	n2	months	month	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
shipt	shipt	vvd	shipped	ship	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
shippe	shippe	n1	ship	ship	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Marcus	Marcus	np1	Marcus	Marcus	0
Segoorus	Segoorus	np1	Segoorus	Segoorus	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Zante	Zante	np1	Zante	Zante	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
bound	bound	vvn	bound	bind	0
for	for	p-acp	for	for	0
England	England	np1	England	England	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
three	three	crd	three	three	0
moneths	moneths	n2	months	month	0
,	,	,	,	,	0
the	the	dt	the	the	0
souldiers	souldiers	n2	soldiers	soldier	0
of	of	pp-f	of	of	0
Tripolie	Tripolie	np1	Tripolie	Tripoli	0
killed	killed	vvd	killed	kill	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
king	king	n1	king	king	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
surrender	surrender	vvi	surrender	surrender	0
up	up	a-acp	up	up	0
all	all	d	all	all	0
his	his	po31	his	his	0
fathers	fathers	ng1	father's	father	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
captives	captives	n2-jn	captives	captive	0
,	,	,	,	,	0
and	and	cc	and	and	0
concubines	concubines	n2	concubines	concubine	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
great	great	j	great	great	0
Turke	Turke	np1	Turke	Turk	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
our	our	po12	our	our	0
saide	saide	j-vvn	said	say	0
Purser	Purser	n1	Purser	purser	0
Richard	Richard	np1	Richard	Richard	0
Burges	Burges	np1	Burges	Burges	0
,	,	,	,	,	0
and	and	cc	and	and	0
James	James	np1	James	James	0
Smith	Smith	n1	Smith	smith	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
two	two	crd	two	two	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
kings	kings	ng1	kings	king	0
sonne	sonne	n1	son	son	0
had	had	vhd	had	have	0
inforced	inforced	vvn	enforced	enforce	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
Turkes	Turkes	np2	Turkes	Turk	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Englishmen	Englishmen	np1	Englishmen	Englishmen	0
finding	finding	vvg	finding	find	0
now	now	av	now	now	0
some	some	d	some	some	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
,	,	,	,	,	0
concluded	concluded	vvn	concluded	conclude	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
captives	captives	n2-jn	captives	captive	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
going	going	vvg	going	go	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
